county_name,total,under1,under10k,under25k,under50k,under75k,under100k,under200k,over200k,fipscode
Candler County,4090,90,720,1370,1010,400,260,200,40,13043
Carroll County,47110,620,7720,12810,11890,6100,3650,3580,740,51035
Catoosa County,26070,310,4180,6220,6600,3750,2400,2300,310,13047
Charlton County,3520,40,640,1100,900,420,230,190,0,13049
Chatham County,126330,1920,20420,35280,29820,14770,8750,11470,3900,37037
Chattahoochee County,3380,0,370,1380,1110,260,150,110,0,13053
Chattooga County,9340,110,1640,2690,2830,1040,540,430,60,13055
Cherokee County,102830,1480,14850,19800,20940,14340,10710,16500,4210,48073
Clarke County,44880,630,8310,13900,10560,4470,2640,3290,1080,51043
Clay County,1180,30,190,480,280,110,50,40,0,54015
Clayton County,122590,1420,21480,45410,33630,12070,4700,3490,390,19043
Clinch County,2500,50,470,820,640,240,140,100,40,13065
Cobb County,342290,5250,50910,74940,72700,42310,28370,48420,19390,13067
Coffee County,15800,310,2870,5550,3860,1500,780,730,200,47031
Colquitt County,17290,280,3110,6280,4060,1610,870,850,230,13071
Columbia County,59530,600,8110,11090,12580,8720,6550,9500,2380,55021
Cook County,6450,140,1140,2190,1570,680,380,290,60,27031
Coweta County,61370,670,8150,13810,14370,8210,6180,8280,1700,13077
Crawford County,5020,80,810,1430,1330,690,390,260,30,55023
Crisp County,8530,140,1650,3160,1800,740,470,480,90,13081
Dade County,6050,100,1070,1530,1540,830,490,400,90,29057
Dawson County,9800,190,1560,2220,2240,1430,830,1020,310,48115
DeKalb County,346690,5090,53090,98010,81580,39310,22500,32660,14450,47041
Decatur County,11070,210,1850,3910,2660,1130,570,570,170,47039
Dodge County,7230,170,1240,2440,1740,820,400,360,60,55027
Dooly County,4060,90,690,1500,980,360,200,200,40,13093
Dougherty County,38130,640,6880,13940,8570,3560,1820,2070,650,13095
Douglas County,60790,700,9350,15860,15710,8130,4650,5470,920,55031
Early County,4190,120,650,1520,960,390,240,260,50,13099
Echols County,1340,20,230,460,340,140,80,70,0,13101
Effingham County,23650,250,3310,5150,5420,3720,2660,2850,290,17049
Elbert County,8000,120,1310,2560,2220,850,490,370,80,13105
Emanuel County,8890,150,1550,3270,2110,910,440,400,60,13107
Evans County,4280,80,780,1430,1050,440,230,220,50,13109
Fannin County,9710,330,1790,2740,2140,1180,670,700,160,48147
Fayette County,51870,910,7860,8690,9320,6350,5170,9930,3640,54019
Floyd County,39390,520,6490,11380,9700,4620,2810,3110,760,51063
Forsyth County,84960,1350,11290,12600,13560,10280,9040,19640,7200,37067
Franklin County,8810,140,1560,2590,2240,1150,580,480,70,53021
Fulton County,459390,8670,69430,110350,94620,51880,31550,54240,38650,42057
GEORGIA,4357130,64470,688730,1166400,1019150,526220,323550,426590,142020,13000
Gilmer County,11820,280,2060,3400,2750,1450,840,860,180,54021
Glascock County,1080,0,190,290,300,140,90,70,0,13125
Glynn County,36360,710,6150,9830,7790,4220,2840,3700,1120,13127
Gordon County,22720,280,3440,6510,6460,2760,1550,1420,300,13129
Grady County,9970,190,1590,3270,2650,1000,610,570,90,40051
Greene County,7300,170,1060,2070,1420,730,510,820,520,51079
Gwinnett County,395340,5270,64490,100220,92700,47610,30430,43340,11280,13135
Habersham County,17180,250,2760,4560,4460,2350,1290,1280,230,13137
Hall County,81920,1120,12350,22190,20590,9770,6110,7530,2260,48191
Hancock County,3190,30,540,1300,790,260,140,110,20,54029
Haralson County,10880,160,1870,2870,2670,1500,880,810,120,13143
Harris County,13920,200,1900,2930,2820,1880,1540,2210,440,48201
Hart County,10020,190,1720,2790,2580,1230,720,640,150,21099
Heard County,4180,50,690,1140,1130,590,340,210,30,13149
Henry County,94770,1120,13940,22190,23360,14080,8730,9840,1510,51089
Houston County,66890,600,9240,16500,16010,9980,6360,7300,900,48225
Irwin County,3660,90,620,1190,890,390,240,190,50,13155
Jackson County,26440,370,4070,6140,6340,3770,2560,2740,450,55053
Jasper County,5470,90,810,1580,1380,720,450,370,70,48241
Jeff Davis County,5540,100,940,1770,1520,590,310,270,40,48243
Jefferson County,7000,100,1200,2620,1670,640,370,340,60,55055
Jenkins County,3080,60,580,1130,730,270,160,150,0,13165
Johnson County,2940,50,470,1010,760,330,170,150,0,56019
Jones County,11840,140,1710,2850,2920,1760,1170,1150,140,48253
Lamar County,7010,110,1150,2110,1750,890,480,460,60,48277
Lanier County,3280,50,530,1100,900,390,170,140,0,13173
Laurens County,20010,320,3530,6210,4780,2220,1290,1350,310,45059
Lee County,13150,160,1770,2830,2940,2030,1420,1730,270,51105
Liberty County,27000,270,4510,8560,7730,3100,1470,1250,110,48291
Lincoln County,3190,50,530,870,830,370,230,270,40,56023
Long County,5000,60,740,1470,1480,710,320,220,0,13183
Lowndes County,44990,630,8520,14160,10180,4710,2920,3080,790,28087
Lumpkin County,11410,210,1910,2850,2760,1560,950,950,220,13187
Macon County,4640,90,750,1740,1170,480,200,180,30,47111
Madison County,11460,180,1920,3040,2980,1580,920,750,90,51113
Marion County,2830,50,430,1010,730,300,150,130,30,54049
McDuffie County,9080,110,1550,2790,2340,1080,560,550,100,13189
McIntosh County,4910,130,880,1470,1160,570,320,320,60,40091
Meriwether County,9330,140,1330,3070,2710,1040,520,450,70,13199
Miller County,2290,70,360,710,530,270,150,160,40,29131
Mitchell County,8470,120,1380,2900,2290,860,430,420,70,48335
Monroe County,11330,180,1740,2770,2510,1420,980,1370,360,55081
Montgomery County,3110,40,560,970,720,370,200,220,30,51121
Morgan County,8180,200,1320,2140,1770,1020,680,810,240,54065
Murray County,14820,150,2380,3970,4810,1900,920,610,80,40099
Muscogee County,90580,990,14030,30320,22520,9990,5130,5820,1780,13215
Newton County,44010,590,6980,12100,11610,5970,3280,3010,470,48351
Oconee County,15210,300,2350,2410,2770,1840,1600,2810,1130,45073
Oglethorpe County,5710,90,900,1530,1500,790,450,400,50,13221
Paulding County,60830,670,8440,12860,14900,9760,6470,6860,870,39125
Peach County,11500,170,1910,3200,2740,1550,890,930,110,13225
Pickens County,13680,290,2050,2990,3150,1880,1340,1560,420,45077
Pierce County,7520,140,1300,2110,1860,920,560,530,100,55093
Pike County,7210,110,1030,1580,1750,1060,800,780,100,42103
Polk County,16100,200,2630,4810,4450,1900,1050,960,100,55095
Pulaski County,3690,80,650,1180,830,410,240,240,60,51155
Putnam County,9110,160,1420,2710,2090,1010,670,810,240,54079
Quitman County,850,0,150,350,210,70,40,30,0,28119
Rabun County,7170,190,1350,2050,1680,780,450,530,140,13241
Randolph County,2690,50,430,1040,690,230,120,130,0,54083
Richmond County,86430,960,15150,28830,21680,9470,4760,4510,1070,51159
Rockdale County,38450,540,6070,10520,9660,4880,2900,3380,500,13247
Schley County,1710,30,250,480,460,230,150,110,0,13249
Screven County,5660,110,1060,1750,1370,620,390,310,50,13251
Seminole County,3570,90,630,1190,830,330,210,230,60,40133
Spalding County,26230,360,4380,8660,6300,2900,1670,1650,310,13255
Stephens County,10140,120,1870,2950,2590,1240,670,580,120,48429
Stewart County,1730,30,270,730,420,130,70,80,0,47161
Sumter County,12400,210,2210,4280,3020,1200,670,660,150,45085
Talbot County,2630,40,390,970,680,270,140,140,0,24041
Taliaferro County,660,0,150,230,160,60,30,30,0,13265
Tattnall County,8030,130,1340,2690,2020,860,500,400,90,13267
Taylor County,3230,40,520,1120,800,360,170,190,30,55119
Telfair County,3980,80,740,1360,1010,380,210,170,30,13271
Terrell County,4010,80,670,1520,930,350,210,190,60,48443
Thomas County,18720,290,3120,5660,4540,2100,1160,1360,490,31171
Tift County,17060,300,3180,5640,3760,1750,930,1210,290,13277
Toombs County,11040,200,1940,3740,2450,1070,710,760,170,13279
Towns County,4900,190,880,1200,1100,640,390,420,80,13281
Treutlen County,2340,40,380,820,560,280,140,120,0,13283
Troup County,29990,300,4320,10040,7430,3420,1910,2100,470,13285
Turner County,3480,70,640,1280,840,320,150,160,20,46125
Twiggs County,3580,50,570,1170,960,490,180,160,0,13289
Union County,9260,290,1570,2400,2130,1190,730,790,160,47173
Upson County,10590,130,1820,3260,2730,1240,700,610,100,13293
Walker County,25660,370,4420,6890,6920,3470,1810,1500,280,48471
Walton County,36150,510,5560,8670,8310,5200,3440,3800,660,13297
Ware County,13730,170,2500,4460,3330,1530,890,710,140,13299
Warren County,2300,30,390,810,650,220,110,90,0,51187
Washington County,7970,120,1320,2600,1950,860,520,490,110,55131
Wayne County,10950,150,1780,3360,2430,1360,860,910,100,54099
Webster County,940,20,150,320,240,90,60,60,0,54101
Wheeler County,1830,40,310,600,490,210,90,90,0,48483
White County,10900,250,1920,2820,2570,1510,890,820,120,47185
Whitfield County,41200,440,6390,11700,12740,4700,2190,2260,780,13313
Wilcox County,2760,70,470,910,680,310,180,140,0,13315
Wilkes County,4040,100,710,1300,1020,430,230,210,40,37193
Wilkinson County,4070,50,600,1360,1080,490,250,210,30,28157
Worth County,8630,160,1470,2610,2170,1060,590,510,60,29227
HAWAII,675080,12270,96390,139270,174950,95650,61350,76850,18350,15000
Hawaii County,84180,2470,14370,19840,21560,10860,6550,7030,1500,15001
Honolulu County,478670,6820,65210,95830,122630,68790,45190,59800,14400,15003
Kauai County,34330,840,5250,7120,9210,4960,3040,3160,750,15007
Maui County,77920,2140,11560,16480,21560,11040,6570,6870,1700,15009
Adair County,3510,90,540,700,920,610,360,240,50,40001
Adams County,1870,70,290,420,490,270,170,130,30,55001
Allamakee County,6710,200,990,1650,1810,940,550,490,80,19005
Appanoose County,5510,160,920,1370,1530,780,400,300,50,19007
Audubon County,2840,80,420,600,750,420,250,230,90,19009
Benton County,12050,120,1530,2210,2820,1950,1500,1690,230,53005
Black Hawk County,59900,400,8360,13540,15560,8710,5730,6170,1430,19013
Boone County,12600,100,1690,2430,3150,2010,1470,1480,270,54005
Bremer County,10960,120,1340,1790,2450,1930,1390,1640,300,19017
Buchanan County,9590,140,1220,1880,2380,1690,1100,1010,170,51027
Buena Vista County,9800,140,1430,2060,3060,1420,680,780,230,19021
Butler County,6850,100,800,1280,1690,1300,870,700,110,42019
Calhoun County,4610,90,620,970,1100,750,480,470,130,54013
Carroll County,10180,140,1550,2010,2460,1570,1120,1020,310,51035
Cass County,6520,130,1100,1380,1650,1030,560,500,170,48067
Cedar County,8730,100,1040,1520,2110,1520,1130,1140,170,31027
Cerro Gordo County,20900,220,3220,4690,5240,3020,1980,1930,600,19033
Cherokee County,5760,120,870,1110,1480,920,560,560,140,48073
Chickasaw County,5900,120,850,1120,1560,980,610,530,130,28017
Clarke County,4250,90,600,970,1280,590,380,290,50,51043
Clay County,8250,80,1240,1720,2130,1250,850,760,220,54015
Clayton County,8430,260,1170,1850,2180,1470,820,560,120,19043
Clinton County,22680,220,3560,5220,5230,3540,2350,2230,330,42035
Crawford County,7890,140,1110,1640,2380,1220,640,600,160,55023
Dallas County,35500,340,4060,4830,7570,5100,4110,6890,2600,48113
Davis County,3470,130,510,770,900,550,310,270,30,49011
Decatur County,3150,100,560,810,860,430,210,140,40,47039
Delaware County,8390,210,1300,1600,1990,1440,920,780,150,42045
Des Moines County,19180,190,2970,4710,4890,2810,1720,1520,370,19057
Dickinson County,8900,180,1220,1670,2060,1300,960,1110,400,26043
Dubuque County,46730,550,7350,9950,11210,6920,5020,4530,1200,19061
Emmet County,4540,80,660,980,1250,700,420,370,80,26047
Fayette County,9090,190,1410,1990,2380,1430,870,670,150,54019
Floyd County,7410,110,1130,1600,1810,1170,760,680,150,51063
Franklin County,4760,110,620,990,1310,750,450,410,120,53021
Fremont County,3230,60,440,650,810,490,350,330,100,56013
Greene County,4320,70,680,910,1070,660,420,410,100,51079
Grundy County,5870,60,700,960,1340,1010,770,830,200,47061
Guthrie County,5130,100,750,1020,1240,810,530,540,140,19077
Hamilton County,7200,110,1010,1540,1840,1090,770,690,150,48193
Hancock County,5190,80,660,960,1420,890,590,490,100,54029
Hardin County,7860,130,1200,1560,1960,1240,810,780,180,48199
Harrison County,6670,130,920,1390,1580,1040,730,730,150,54033
Henry County,8910,110,1360,2010,2330,1340,880,750,130,51089
Howard County,4600,100,670,960,1310,730,420,330,80,48227
Humboldt County,4630,60,640,910,1160,740,510,460,150,32013
IOWA,1434150,17520,206080,293580,352680,216820,145940,161480,40050,19000
Ida County,3380,80,470,640,840,530,350,360,110,19093
Iowa County,8060,120,1080,1510,1890,1360,1020,940,140,55049
Jackson County,9490,210,1510,2070,2330,1530,980,720,140,55053
Jasper County,16880,150,2450,3420,4230,2810,1820,1710,290,48241
Jefferson County,7640,290,1420,1770,1870,980,620,520,170,55055
Johnson County,61720,710,9220,12040,13350,8620,5950,8850,2980,56019
Jones County,9070,150,1240,1910,2210,1480,1010,900,170,48253
Keokuk County,4630,110,670,970,1210,790,440,380,60,19107
Kossuth County,7550,130,1030,1450,1890,1270,760,760,260,19109
Lee County,15790,200,2490,3830,3980,2400,1460,1220,210,51105
Linn County,104070,790,14310,20660,24390,15370,11190,14260,3100,41043
Louisa County,5080,60,660,1020,1560,800,520,380,80,51109
Lucas County,3940,100,660,920,1000,590,360,260,50,39095
Lyon County,5270,120,740,860,1270,930,630,570,150,32019
Madison County,7000,100,990,1240,1450,1090,880,1070,180,51113
Mahaska County,9650,140,1540,1920,2370,1620,1020,870,170,19123
Marion County,14690,200,2150,2540,3350,2470,1870,1790,320,54049
Marshall County,18190,150,2680,3920,5120,2720,1710,1570,320,54051
Mills County,6630,90,870,1130,1480,1070,810,990,190,48333
Mitchell County,4830,120,630,950,1230,740,510,510,140,48335
Monona County,4180,90,640,940,1050,620,380,350,110,19133
Monroe County,3460,110,530,760,860,560,360,240,40,55081
Montgomery County,4830,70,770,1030,1270,720,450,420,100,51121
Muscatine County,20680,170,3100,4390,5450,3130,2020,2030,390,19139
O'Brien County,6630,110,980,1280,1660,1100,730,590,180,19141
Osceola County,3040,60,410,610,840,510,300,240,70,26133
Page County,6620,90,1020,1470,1680,1070,630,530,130,51139
Palo Alto County,4230,70,560,920,1130,680,390,380,100,19147
Plymouth County,12090,200,1790,2070,2750,2010,1390,1490,390,25023
Pocahontas County,3410,70,450,690,910,500,320,370,100,54075
Polk County,217610,1720,29140,42560,54580,31510,21560,28730,7810,55095
Pottawattamie County,42480,400,6040,9600,10890,6200,4100,4450,800,19155
Poweshiek County,8310,120,1250,1560,2130,1300,880,870,200,19157
Ringgold County,2080,90,300,490,520,320,170,160,30,19159
Sac County,4880,110,710,920,1240,800,480,470,150,19161
Scott County,81530,660,12020,17630,18170,11650,8080,10450,2870,51169
Shelby County,5880,110,900,1120,1400,940,610,630,170,48419
Sioux County,14260,230,2010,2270,3400,2580,1730,1510,530,38085
Story County,35740,320,5520,7090,7500,4950,3880,5150,1330,19169
Tama County,8350,140,1290,1750,2150,1300,840,720,160,19171
Taylor County,2770,90,410,610,770,460,240,160,30,55119
Union County,5610,110,820,1340,1520,860,470,410,80,47173
Van Buren County,3160,90,470,780,850,470,270,190,40,47175
Wapello County,15720,220,2640,3720,4290,2290,1320,1040,200,19179
Warren County,21860,220,2900,3630,4770,3570,2720,3450,600,51187
Washington County,10450,160,1350,2190,2690,1740,1110,1030,180,55131
Wayne County,2680,120,410,570,800,400,210,130,40,54099
Webster County,16650,200,2620,3810,4030,2600,1550,1470,370,54101
Winnebago County,5150,70,710,1020,1440,830,560,430,90,55139
Winneshiek County,9370,220,1360,1760,2310,1510,1050,950,210,19191
Woodbury County,46690,370,7560,11340,12340,6480,3840,3930,830,19193
Worth County,3620,40,540,790,960,540,370,320,60,29227
Wright County,6000,70,820,1260,1640,970,570,510,160,29229
Ada County,189660,3310,27090,40020,43770,27210,18060,23210,6990,16001
Adams County,1630,100,260,390,400,230,110,110,30,55001
Bannock County,33630,470,5920,8440,7820,4830,2970,2680,500,16005
Bear Lake County,2500,70,490,550,520,390,270,190,20,16007
Benewah County,3860,80,650,940,1060,600,280,220,30,16009
Bingham County,18320,300,3130,4360,4700,2690,1580,1290,270,16011
Blaine County,11550,530,1640,2180,2680,1500,910,1280,830,40011
Boise County,2950,90,470,600,660,430,300,330,70,16015
Bonner County,18380,570,2970,4420,4480,2630,1480,1440,390,16017
Bonneville County,44640,670,7280,10380,10420,6320,3990,4510,1070,16019
Boundary County,4770,130,830,1230,1140,740,360,270,70,16021
Butte County,1010,30,180,210,230,140,120,100,0,46019
Camas County,420,0,80,80,110,70,40,40,0,16025
Canyon County,78580,1300,11850,21290,22400,10810,5500,4550,880,16027
Caribou County,2780,70,400,540,580,480,360,300,50,16029
Cassia County,9390,180,1560,2200,2710,1310,670,580,180,16031
Clark County,310,0,70,60,120,40,20,0,0,55019
Clearwater County,3460,90,500,800,940,560,290,250,30,27029
Custer County,1920,80,320,440,390,270,150,230,40,46033
Elmore County,11020,150,1480,3090,3190,1520,840,660,90,16039
Franklin County,4920,130,750,1050,1330,820,480,300,60,53021
Fremont County,5260,130,920,1380,1330,790,370,280,60,56013
Gem County,7090,170,1100,1860,1820,1060,550,460,70,16045
Gooding County,6300,180,1000,1480,1990,840,420,330,60,16047
IDAHO,691530,13620,108400,163050,172170,98590,59060,60900,15740,16000
Idaho County,6280,240,1040,1400,1600,990,530,400,80,16049
Jefferson County,10100,200,1600,2090,2560,1620,1010,870,150,55055
Jerome County,9320,190,1330,2380,3040,1210,580,480,110,16053
Kootenai County,68520,1470,10970,16120,16220,10110,6100,5980,1550,16055
Latah County,15370,240,2680,3520,3540,2080,1470,1550,290,16057
Lemhi County,3500,130,660,880,790,470,260,270,40,16059
Lewis County,1790,50,300,430,450,270,150,140,0,54041
Lincoln County,2090,40,310,530,670,290,130,120,0,56023
Madison County,11590,180,2850,3130,2280,1310,920,760,160,51113
Minidoka County,8590,120,1290,2200,2630,1220,600,400,130,16067
Nez Perce County,18190,250,2830,4220,4460,2810,1790,1540,290,16069
Oneida County,1700,60,310,350,430,260,180,110,0,55085
Owyhee County,4390,160,680,1210,1290,520,260,210,60,16073
